,日期,當日沖銷交易總成交股數,當日沖銷交易總成交股數占市場比重%,當日沖銷交易總買進成交金額,當日沖銷交易總買進成交金額占市場比重%,當日沖銷交易總賣出成交金額,當日沖銷交易總賣出成交金額占市場比重%
11,106/10/20,492456800,9.22,32561408055,25.76,32638577940,25.82
12,106/10/23,481715000,9.77,27051706995,25.6,27092033245,25.64
13,106/10/24,546153400,10.42,30809490470,27.51,30903774770,27.59
14,106/10/25,610471300,11.08,30826752340,25.63,30818800990,25.63
15,106/10/26,548192700,10.5,29757175275,26.45,29877176305,26.55
16,106/10/27,743430600,11.14,40134886535,26.91,40036360320,26.85
17,106/10/30,554627100,9.98,31173741080,24.92,31194077100,24.94
18,106/10/31,486546000,9.13,29802216150,25.03,29910732060,25.12
0,106/11/01,613102000,10.35,33860143500,26.16,33899942970,26.19
1,106/11/02,690162000,12.27,31971691320,26.65,32009564100,26.68
2,106/11/03,550388000,10.33,31197351060,26.91,31225544590,26.94
3,106/11/06,548183000,10.24,29165140640,25.69,29225937730,25.74
4,106/11/07,674836000,11.1,31171517020,24.4,31248326180,24.46
5,106/11/08,629715000,10.78,31665354230,26.1,31706160170,26.13
6,106/11/09,702199000,10.33,36306112770,24.39,36243230160,24.35
7,106/11/10,586399400,10.13,32356138850,26.87,32469544290,26.97
8,106/11/13,640791000,10.03,27559426500,21.23,27567805980,21.24
9,106/11/14,671034500,10.85,32189534960,25.65,32221783835,25.68
10,106/11/15,466212000,8.11,27592464150,21.31,27654321850,21.36
11,106/11/16,583396200,10.92,27283488130,25.67,27349014070,25.73
12,106/11/17,577869000,9.67,31306191440,24.37,31358239065,24.41
13,106/11/20,622794300,10.72,24815307190,22.44,24825968430,22.45
14,106/11/21,766664400,10.86,29336551430,21.12,29437630745,21.19
15,106/11/22,916145000,10.74,45074006410,25.02,45130212880,25.05
16,106/11/23,727188100,10.99,34926390070,26.75,35027979840,26.82
17,106/11/24,770160100,11.7,32329772400,25.1,32403929770,25.16
18,106/11/27,643071400,9.82,31371646980,23.17,31364079890,23.16
19,106/11/28,805839300,12.02,35864719610,25.17,35901091390,25.19
20,106/11/29,880689600,13.18,35414812070,26.1,35474482400,26.15
21,106/11/30,1122136000,12.73,47367710370,20.28,47559848440,20.36
0,106/12/01,1028284200,12.96,48682262980,26.84,48746264000,26.87
1,106/12/04,717833000,11.16,33538353710,25.82,33597800190,25.87
2,106/12/05,769920000,11.04,36012567220,24.56,36004749700,24.55
3,106/12/06,644400100,8.93,39444061310,24.45,39369546775,24.4
4,106/12/07,660643400,10.01,34937239055,25.21,34934357830,25.21
5,106/12/08,760620100,12.22,37178048600,28.41,37322075280,28.52
6,106/12/11,570042300,9.44,29589031480,25.09,29709563070,25.19
7,106/12/12,565482000,10.32,28975832190,26.6,28995078520,26.62
8,106/12/13,630448300,12.08,29546561535,28.42,29596966120,28.47
9,106/12/14,565519100,10.09,30345369555,26.69,30372450500,26.72
10,106/12/15,567440000,9.9,29384882680,23.19,29423526850,23.22
11,106/12/18,488992000,10.65,25954729060,27.02,26006775020,27.07
12,106/12/19,503697000,9.87,29318245910,26.01,29336502140,26.03
13,106/12/20,579989200,11.4,28831158650,27.75,28923944540,27.84
14,106/12/21,553640000,10.87,26877975700,27.08,26899970650,27.11
15,106/12/22,504064000,10.97,25050207240,27.23,25089909310,27.27
16,106/12/25,554480000,12.72,23443738690,28.72,23471331470,28.75
17,106/12/26,501111000,9.89,26923969390,27.59,26905760840,27.57
18,106/12/27,582818500,11.84,26444602600,28.55,26490510940,28.6
19,106/12/28,603367000,11.05,28197439500,25.55,28259527770,25.61
20,106/12/29,601011100,11.23,27805368280,25.29,27816087580,25.3
0,107/01/02,580347000,10.76,25330299860,24.24,25428000470,24.33
1,107/01/03,666451600,10.18,32109564650,22.65,32193306910,22.71
2,107/01/04,718255200,10.65,33776514130,23.5,33891802880,23.58
3,107/01/05,686199600,10.21,34753485540,24.13,34831134220,24.18
4,107/01/08,682704200,10.11,30218851485,21.69,30261201410,21.72
5,107/01/09,676227200,10.47,30398615610,22.81,30395884510,22.81
6,107/01/10,721292100,10.58,29244306000,21.01,29274269815,21.03
7,107/01/11,665182100,11.16,29826083640,23.92,29869791615,23.96
8,107/01/12,702760400,10.94,30666425050,23.95,30725622080,24.0
9,107/01/15,585657500,9.33,28209283860,22.2,28267888110,22.25
10,107/01/16,724169000,11.02,32578207040,24.49,32682534830,24.57
11,107/01/17,908243500,12.16,34757737620,23.39,34824061270,23.43
12,107/01/18,676389000,9.46,33350200530,21.92,33384397850,21.95
13,107/01/19,622490300,9.91,29510369805,21.53,29558939010,21.56
14,107/01/22,750268000,10.35,34677371375,23.02,34799945285,23.11
15,107/01/23,916022300,11.63,41238894630,25.0,41251733555,25.01
16,107/01/24,850106600,11.68,36631407590,24.73,36705899580,24.78
17,107/01/25,873007800,11.18,39853561665,24.33,39893255505,24.35
18,107/01/26,700694000,10.55,34326087425,24.72,34382445425,24.76
19,107/01/29,587066200,9.29,32814286220,24.79,32897411900,24.85
20,107/01/30,616096300,9.14,31742982750,22.8,31739239415,22.79
21,107/01/31,686359000,10.35,33045674905,24.33,33173150610,24.43
0,107/02/01,567992400,9.22,30565953205,24.88,30589569595,24.9
1,107/02/02,505229500,9.07,30985299490,25.6,31019484570,25.63
2,107/02/05,534273000,8.88,28289979160,21.73,28424859900,21.83
3,107/02/06,924600200,8.82,42650044690,17.58,42600635885,17.56
4,107/02/07,708460800,9.41,39242205570,22.33,39275657590,22.34
5,107/02/08,634066100,10.39,29372503940,24.12,29343908335,24.1
6,107/02/09,815667600,12.7,36861265365,24.25,37090934495,24.4
7,107/02/12,485344500,11.26,21732068025,19.68,21716208120,19.66
8,107/02/21,519652400,8.57,25146409620,16.21,25260219040,16.29
9,107/02/22,550497100,8.94,28094268870,21.91,28194008090,21.99
10,107/02/23,669149100,10.51,32025451410,25.04,32033769585,25.05
11,107/02/26,561496000,9.26,29849786410,24.41,29895586470,24.45
12,107/02/27,680667000,10.27,32854197330,23.51,32861254060,23.51
0,107/03/01,628049300,9.79,29947934600,22.69,30045401870,22.76
1,107/03/02,517516000,9.34,26168234850,23.5,26237713250,23.56
2,107/03/05,547646000,10.26,28843575430,25.37,28853012930,25.37
3,107/03/06,509638000,10.02,29710633630,26.36,29767474920,26.41
